GigabitEthernet1/9/17,1e 3b 51 cb d5 c9,204.77.213.75,213-75.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/17,36 b1 b1 10 f9 da,204.77.213.83,213-83.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/17,42 94 bf 79 ac a1,204.77.213.74,213-74.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/17,5a 5a c6 57 26 f9,204.77.213.76,213-76.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/17,5a c1 ea 96 c3 2b,204.77.213.103,213-103.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/17,66 6b 3c de 6d 07,204.77.213.78,213-78.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/17,76 7b 5f 1d 2b 0b,204.77.213.81,213-81.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/17,be 07 3e 53 4a ee,204.77.213.113,213-113.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/17,c6 38 19 ff f8 2b,204.77.213.79,213-79.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/17,c6 78 c3 d7 1b c1,204.77.213.80,213-80.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/17,ca 4b 07 ee 39 5d,204.77.213.77,213-77.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/19,00 30 48 cd 19 5f,204.77.212.78,212-78.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/20,00 30 48 cd 15 23,204.77.212.77,212-77.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/46,00 18 8b 4d 1b 97,204.77.212.23,212-23.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/47,00 18 8b 37 5c 77,204.77.212.22,212-22.livestream.com,vlan200,up,up,fullDuplex,1000mb,
